sno,item_id,genres,childlabel,creation_timestamp
68,4dd3e9ed228b95473d6488cb334687f0,"Outdoors,Water,Pool,Architecture","aerial view,outdoors,pool,swimming pool,water,architecture,building,person,human",1705654321
69,bc53ea46479084e9c70168e374581ad5,"Person,Electronics,Hardware,Computer,Computer Hardware,Screen,Adult,Female,Male,Head","adult,computer,computer hardware,computer keyboard,electronics,female,hardware,monitor,display,digital display,lcd screen,person,human,screen,woman,head,male,man,face,laboratory",1705673888
70,8c000918cb99dc5f2f011464a09c94d4,"Architecture,Building,Factory,Box,Cardboard,Carton,Package,Person","architecture,building,factory,manufacturing,box,cardboard,carton,package,package delivery,person,human",1705675816
71,823dad9c9f6b1e76d993661cddb64115,"Body Part,Hand,Person,Clothing,Device,Tool","person,human,body part,finger,hand,baby,clothing,apparel,device,glove,power drill,tool",1705705469
72,be35d625d103fc69744d86e305efea06,"Clothing,Person,Adult,Male","laboratory,clothing,apparel,glove,adult,male,man,person,human",1705706171
73,1c80ab421aaf309cbad642147b4112b5,"Outdoors,Architecture,Nature,Water,Building,Urban","aerial view,bridge,outdoors,road,architecture,building,nature,sea,ocean,urban,water,cityscape",1705730860
74,864f69ce13deace55f5dda5c71d4e8a3,"Outdoors,Architecture,Nature,Water,Building,Urban","aerial view,bridge,outdoors,road,architecture,building,nature,sea,ocean,water,cityscape,urban",1705738594
75,1818e44ced0eeaa5676393aa4ce97a91,"Outdoors,Architecture,Building,Urban,Box,Nature,Water","aerial view,bridge,outdoors,road,architecture,building,box,cityscape,nature,package,sea,ocean,urban,water",1705738808
76,98b9503dfe2b76b8bf06e4c787a45034,"Person,Electronics,Hardware,Computer,Computer Hardware,Adult,Male,Screen,Female","adult,computer,computer hardware,computer keyboard,electronics,hardware,head,male,man,person,human,female,monitor,display,digital display,lcd screen,screen,woman,laboratory",1705747438
77,ed4c428c6483d7b42dbc82c883095bcc,"Person,Electronics,Hardware,Computer,Computer Hardware,Pc,Adult,Male,Screen","adult,computer,computer hardware,computer keyboard,electronics,hardware,laptop,male,man,monitor,display,digital display,lcd screen,pc,person,human,screen",1705747532
